"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"331","12.538549","192.168.2.2","192.168.1.2","TCP","83","43520","8000  >  59260 [PSH, ACK] Seq=1 Ack=144 Win=43520 Len=17 TSval=2321257410 TSecr=787885048 [TCP segment of a reassembled PDU]"
"333","12.539002","192.168.2.2","192.168.1.2","TCP","2962","43520","8000  >  59260 [ACK] Seq=18 Ack=144 Win=43520 Len=2896 TSval=2321257411 TSecr=787885048 [TCP segment of a reassembled PDU]"
"335","12.550757","192.168.2.2","192.168.1.2","TCP","66","982016","5001  >  45658 [ACK] Seq=1 Ack=1562393 Win=982016 Len=0 TSval=2321257412 TSecr=787885049"
"337","12.551730","192.168.2.2","192.168.1.2","TCP","2962","43520","8000  >  59260 [ACK] Seq=2914 Ack=144 Win=43520 Len=2896 TSval=2321257414 TSecr=787885048 [TCP segment of a reassembled PDU]"
"341","12.576209","192.168.2.2","192.168.1.2","TCP","2962","43520","8000  >  59260 [ACK] Seq=5810 Ack=144 Win=43520 Len=2896 TSval=2321257418 TSecr=787885048 [TCP segment of a reassembled PDU]"
"343","12.599693","192.168.2.2","192.168.1.2","TCP","2962","43520","8000  >  59260 [ACK] Seq=8706 Ack=144 Win=43520 Len=2896 TSval=2321257423 TSecr=787885048 [TCP segment of a reassembled PDU]"
"345","12.623897","192.168.2.2","192.168.1.2","TCP","1514","43520","8000  >  59260 [ACK] Seq=11602 Ack=144 Win=43520 Len=1448 TSval=2321257448 TSecr=787885048 [TCP segment of a reassembled PDU]"
"347","12.686279","192.168.2.2","192.168.1.2","TCP","1514","43520","8000  >  59260 [ACK] Seq=13050 Ack=144 Win=43520 Len=1448 TSval=2321257558 TSecr=787885048 [TCP segment of a reassembled PDU]"
"349","12.942622","192.168.2.2","192.168.1.2","TCP","83","43520","[TCP Out-Of-Order] 8000  >  59260 [PSH, ACK] Seq=1 Ack=144 Win=43520 Len=17 TSval=2321257814 TSecr=787885048"
"354","13.085202","192.168.2.2","192.168.1.2","TCP","66","982016","5001  >  45658 [ACK] Seq=1 Ack=1627553 Win=982016 Len=0 TSval=2321257957 TSecr=787885050"
"357","13.466710","192.168.2.2","192.168.1.2","TCP","83","43520","[TCP Out-Of-Order] 8000  >  59260 [PSH, ACK] Seq=1 Ack=144 Win=43520 Len=17 TSval=2321258338 TSecr=787885048"
