"No.","Time","Source","Destination","Protocol","Length","Window size scaling factor","Calculated window size","Info"
"293","0.223333","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2266121 Win=283648 Len=0 TSval=3824096545 TSecr=3459206237"
"296","0.225284","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2287841 Win=283648 Len=0 TSval=3824096547 TSecr=3459206239"
"298","0.227247","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2309561 Win=283648 Len=0 TSval=3824096549 TSecr=3459206241"
"300","0.229199","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2331281 Win=283648 Len=0 TSval=3824096550 TSecr=3459206243"
"302","0.231160","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2354449 Win=283648 Len=0 TSval=3824096552 TSecr=3459206243"
"304","0.232973","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2374721 Win=283648 Len=0 TSval=3824096554 TSecr=3459206247"
"306","0.235079","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2397889 Win=283648 Len=0 TSval=3824096556 TSecr=3459206247"
"308","0.237034","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2421057 Win=283648 Len=0 TSval=3824096558 TSecr=3459206248"
"310","0.238999","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2439881 Win=283648 Len=0 TSval=3824096560 TSecr=3459206252"
"311","0.240455","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2461601 Win=283648 Len=0 TSval=3824096562 TSecr=3459206252"
"313","0.242280","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2484769 Win=283648 Len=0 TSval=3824096564 TSecr=3459206254"
"315","0.244205","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2505041 Win=283648 Len=0 TSval=3824096565 TSecr=3459206258"
"317","0.245909","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2526761 Win=283648 Len=0 TSval=3824096567 TSecr=3459206260"
"320","0.248132","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2548481 Win=283648 Len=0 TSval=3824096569 TSecr=3459206260"
"322","0.249790","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2568753 Win=283648 Len=0 TSval=3824096571 TSecr=3459206264"
"325","0.251878","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2591921 Win=283648 Len=0 TSval=3824096573 TSecr=3459206265"
"327","0.253738","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2613641 Win=283648 Len=0 TSval=3824096575 TSecr=3459206267"
"329","0.255661","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2635361 Win=283648 Len=0 TSval=3824096577 TSecr=3459206269"
"331","0.257612","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2657081 Win=283648 Len=0 TSval=3824096579 TSecr=3459206271"
"333","0.259592","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2678801 Win=283648 Len=0 TSval=3824096581 TSecr=3459206273"
"335","0.261542","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2700521 Win=283648 Len=0 TSval=3824096583 TSecr=3459206275"
"337","0.263493","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2723689 Win=283648 Len=0 TSval=3824096585 TSecr=3459206275"
"339","0.265449","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2746857 Win=283648 Len=0 TSval=3824096587 TSecr=3459206277"
"341","0.267419","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2765681 Win=283648 Len=0 TSval=3824096589 TSecr=3459206281"
"343","0.269385","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2788849 Win=283648 Len=0 TSval=3824096591 TSecr=3459206281"
"345","0.271331","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2813465 Win=283648 Len=0 TSval=3824096593 TSecr=3459206283"
"347","0.273292","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2830841 Win=283648 Len=0 TSval=3824096595 TSecr=3459206287"
"348","0.274708","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2854009 Win=283648 Len=0 TSval=3824096596 TSecr=3459206287"
"350","0.276661","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2877177 Win=283648 Len=0 TSval=3824096598 TSecr=3459206289"
"352","0.278596","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2896001 Win=283648 Len=0 TSval=3824096600 TSecr=3459206293"
"354","0.280264","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2917721 Win=283648 Len=0 TSval=3824096602 TSecr=3459206293"
"356","0.282094","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2939441 Win=283648 Len=0 TSval=3824096603 TSecr=3459206294"
"358","0.283809","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2961161 Win=283648 Len=0 TSval=3824096605 TSecr=3459206298"
"361","0.286026","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=2984329 Win=283648 Len=0 TSval=3824096607 TSecr=3459206298"
"363","0.287982","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3007497 Win=283648 Len=0 TSval=3824096609 TSecr=3459206300"
"365","0.289942","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3026321 Win=283648 Len=0 TSval=3824096611 TSecr=3459206303"
"367","0.291912","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3049489 Win=283648 Len=0 TSval=3824096613 TSecr=3459206303"
"369","0.293863","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3072657 Win=283648 Len=0 TSval=3824096615 TSecr=3459206305"
"371","0.295824","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3091481 Win=283648 Len=0 TSval=3824096617 TSecr=3459206309"
"373","0.297786","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3114649 Win=283648 Len=0 TSval=3824096619 TSecr=3459206309"
"375","0.299755","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3137817 Win=283648 Len=0 TSval=3824096621 TSecr=3459206311"
"377","0.301562","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3156641 Win=283648 Len=0 TSval=3824096623 TSecr=3459206315"
"379","0.303314","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3178361 Win=283648 Len=0 TSval=3824096625 TSecr=3459206315"
"381","0.305011","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3200081 Win=283648 Len=0 TSval=3824096626 TSecr=3459206317"
"383","0.306830","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3221801 Win=283648 Len=0 TSval=3824096628 TSecr=3459206320"
"385","0.308644","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3243521 Win=283648 Len=0 TSval=3824096630 TSecr=3459206322"
"387","0.310528","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3265241 Win=283648 Len=0 TSval=3824096632 TSecr=3459206324"
"389","0.312485","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3286961 Win=283648 Len=0 TSval=3824096634 TSecr=3459206326"
"391","0.314447","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3308681 Win=283648 Len=0 TSval=3824096636 TSecr=3459206328"
"393","0.316396","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3330401 Win=283648 Len=0 TSval=3824096638 TSecr=3459206330"
"395","0.318382","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3352121 Win=283648 Len=0 TSval=3824096640 TSecr=3459206332"
"397","0.320343","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3375289 Win=283648 Len=0 TSval=3824096642 TSecr=3459206332"
"399","0.322275","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3398457 Win=283648 Len=0 TSval=3824096644 TSecr=3459206334"
"401","0.324247","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3417281 Win=283648 Len=0 TSval=3824096646 TSecr=3459206338"
"403","0.326203","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3441897 Win=283648 Len=0 TSval=3824096647 TSecr=3459206338"
"404","0.328149","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3466513 Win=283648 Len=0 TSval=3824096649 TSecr=3459206340"
"407","0.330180","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3482441 Win=283648 Len=0 TSval=3824096651 TSecr=3459206344"
"408","0.331522","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3505609 Win=283648 Len=0 TSval=3824096653 TSecr=3459206344"
"410","0.333461","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3528777 Win=283648 Len=0 TSval=3824096655 TSecr=3459206345"
"412","0.335400","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3547601 Win=283648 Len=0 TSval=3824096657 TSecr=3459206349"
"414","0.336962","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3569321 Win=283648 Len=0 TSval=3824096658 TSecr=3459206349"
"416","0.338919","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3591041 Win=283648 Len=0 TSval=3824096660 TSecr=3459206351"
"419","0.340927","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3612761 Win=283648 Len=0 TSval=3824096662 TSecr=3459206355"
"421","0.342865","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3635929 Win=283648 Len=0 TSval=3824096664 TSecr=3459206355"
"423","0.344829","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3659097 Win=283648 Len=0 TSval=3824096666 TSecr=3459206357"
"425","0.346794","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3677921 Win=283648 Len=0 TSval=3824096668 TSecr=3459206360"
"427","0.352145","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3701089 Win=283648 Len=0 TSval=3824096673 TSecr=3459206360"
"429","0.353926","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3724257 Win=283648 Len=0 TSval=3824096675 TSecr=3459206362"
"431","0.355845","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3743081 Win=283648 Len=0 TSval=3824096677 TSecr=3459206366"
"433","0.357547","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3764801 Win=283648 Len=0 TSval=3824096679 TSecr=3459206366"
"435","0.359634","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3786521 Win=283648 Len=0 TSval=3824096681 TSecr=3459206371"
"438","0.361493","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3805345 Win=283648 Len=0 TSval=3824096683 TSecr=3459206375"
"440","0.363068","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3808241 Win=283648 Len=0 TSval=3824096684 TSecr=3459206379"
"442","0.363198","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3827065 Win=283648 Len=0 TSval=3824096684 TSecr=3459206379"
"444","0.364777","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3845889 Win=283648 Len=0 TSval=3824096686 TSecr=3459206379"
"446","0.366368","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3864713 Win=283648 Len=0 TSval=3824096688 TSecr=3459206381"
"448","0.367927","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3873401 Win=283648 Len=0 TSval=3824096689 TSecr=3459206382"
"449","0.368658","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3893673 Win=283648 Len=0 TSval=3824096690 TSecr=3459206382"
"451","0.370387","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3913945 Win=283648 Len=0 TSval=3824096692 TSecr=3459206384"
"454","0.372329","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3935665 Win=283648 Len=0 TSval=3824096694 TSecr=3459206386"
"456","0.374210","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3938561 Win=283648 Len=0 TSval=3824096695 TSecr=3459206388"
"457","0.374321","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3963177 Win=283648 Len=0 TSval=3824096696 TSecr=3459206388"
"459","0.376395","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=3987793 Win=283648 Len=0 TSval=3824096698 TSecr=3459206390"
"462","0.378453","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4003721 Win=283648 Len=0 TSval=3824096700 TSecr=3459206392"
"464","0.380126","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4028337 Win=283648 Len=0 TSval=3824096701 TSecr=3459206392"
"465","0.382032","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4052953 Win=283648 Len=0 TSval=3824096703 TSecr=3459206394"
"468","0.384091","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4068881 Win=283648 Len=0 TSval=3824096705 TSecr=3459206397"
"469","0.385431","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4094945 Win=283648 Len=0 TSval=3824096707 TSecr=3459206397"
"471","0.387926","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4121009 Win=283648 Len=0 TSval=3824096709 TSecr=3459206399"
"474","0.389997","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4134041 Win=283648 Len=0 TSval=3824096711 TSecr=3459206403"
"476","0.392172","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4158657 Win=283648 Len=0 TSval=3824096713 TSecr=3459206403"
"478","0.393803","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4181825 Win=283648 Len=0 TSval=3824096715 TSecr=3459206405"
"481","0.395850","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4199201 Win=283648 Len=0 TSval=3824096717 TSecr=3459206411"
"483","0.397730","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4222369 Win=283648 Len=0 TSval=3824096719 TSecr=3459206411"
"485","0.399865","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4245537 Win=283648 Len=0 TSval=3824096721 TSecr=3459206411"
"487","0.401653","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4264361 Win=283648 Len=0 TSval=3824096723 TSecr=3459206415"
"488","0.403108","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4286081 Win=283648 Len=0 TSval=3824096724 TSecr=3459206415"
"490","0.404944","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4307801 Win=283648 Len=0 TSval=3824096726 TSecr=3459206417"
"492","0.406753","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4329521 Win=283648 Len=0 TSval=3824096728 TSecr=3459206421"
"494","0.408570","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4352689 Win=283648 Len=0 TSval=3824096730 TSecr=3459206421"
"496","0.410518","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4375857 Win=283648 Len=0 TSval=3824096732 TSecr=3459206423"
"499","0.412797","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4394681 Win=283648 Len=0 TSval=3824096734 TSecr=3459206426"
"501","0.414383","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4417849 Win=283648 Len=0 TSval=3824096736 TSecr=3459206426"
"503","0.416394","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4441017 Win=283648 Len=0 TSval=3824096738 TSecr=3459206428"
"505","0.418334","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4459841 Win=283648 Len=0 TSval=3824096740 TSecr=3459206432"
"507","0.420338","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4483009 Win=283648 Len=0 TSval=3824096742 TSecr=3459206432"
"509","0.422225","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4506177 Win=283648 Len=0 TSval=3824096744 TSecr=3459206434"
"511","0.424042","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4525001 Win=283648 Len=0 TSval=3824096745 TSecr=3459206438"
"513","0.426149","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4546721 Win=283648 Len=0 TSval=3824096747 TSecr=3459206438"
"515","0.428099","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4568441 Win=283648 Len=0 TSval=3824096749 TSecr=3459206440"
"517","0.430062","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4590161 Win=283648 Len=0 TSval=3824096751 TSecr=3459206443"
"519","0.432041","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4611881 Win=283648 Len=0 TSval=3824096753 TSecr=3459206445"
"521","0.433765","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4633601 Win=283648 Len=0 TSval=3824096755 TSecr=3459206447"
"523","0.435575","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4655321 Win=283648 Len=0 TSval=3824096757 TSecr=3459206449"
"525","0.437393","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4677041 Win=283648 Len=0 TSval=3824096759 TSecr=3459206451"
"527","0.439218","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4698761 Win=283648 Len=0 TSval=3824096760 TSecr=3459206453"
"529","0.441855","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4720481 Win=283648 Len=0 TSval=3824096763 TSecr=3459206455"
"531","0.443786","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4743649 Win=283648 Len=0 TSval=3824096765 TSecr=3459206455"
"533","0.445721","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4766817 Win=283648 Len=0 TSval=3824096767 TSecr=3459206457"
"535","0.447539","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4785641 Win=283648 Len=0 TSval=3824096769 TSecr=3459206461"
"537","0.449655","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4810257 Win=283648 Len=0 TSval=3824096771 TSecr=3459206461"
"539","0.451603","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4834873 Win=283648 Len=0 TSval=3824096773 TSecr=3459206463"
"541","0.453645","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4850801 Win=283648 Len=0 TSval=3824096775 TSecr=3459206466"
"543","0.455535","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4872521 Win=283648 Len=0 TSval=3824096777 TSecr=3459206466"
"545","0.457233","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4894241 Win=283648 Len=0 TSval=3824096779 TSecr=3459206469"
"547","0.459062","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4915961 Win=283648 Len=0 TSval=3824096780 TSecr=3459206473"
"549","0.460884","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4937681 Win=283648 Len=0 TSval=3824096782 TSecr=3459206475"
"551","0.462698","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4959401 Win=283648 Len=0 TSval=3824096784 TSecr=3459206476"
"553","0.464506","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=4981121 Win=283648 Len=0 TSval=3824096786 TSecr=3459206478"
"555","0.466303","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5002841 Win=283648 Len=0 TSval=3824096788 TSecr=3459206480"
"557","0.468963","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5024561 Win=283648 Len=0 TSval=3824096790 TSecr=3459206482"
"559","0.469983","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5046281 Win=283648 Len=0 TSval=3824096791 TSecr=3459206484"
"560","0.471795","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5069449 Win=283648 Len=0 TSval=3824096793 TSecr=3459206484"
"562","0.473717","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5092617 Win=283648 Len=0 TSval=3824096795 TSecr=3459206486"
"565","0.475833","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5111441 Win=283648 Len=0 TSval=3824096797 TSecr=3459206489"
"566","0.477287","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5136057 Win=283648 Len=0 TSval=3824096799 TSecr=3459206489"
"568","0.479365","192.168.2.2","192.168.1.2","TCP","66","512","283648","5001  >  43962 [ACK] Seq=1 Ack=5159225 Win=283648 Len=0 TSval=3824096801 TSecr=3459206491"
