No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
105935,59.74070213,65.44070213,192.168.2.2,192.168.1.2,66,512,631296
105937,59.7416687,65.4416687,192.168.2.2,192.168.1.2,66,512,631296
105939,59.74302489,65.44302489,192.168.2.2,192.168.1.2,66,512,631296
105941,59.74435589,65.44435589,192.168.2.2,192.168.1.2,66,512,631296
105943,59.74531609,65.44531609,192.168.2.2,192.168.1.2,66,512,631296
105945,59.74616247,65.44616247,192.168.2.2,192.168.1.2,66,512,631296
105947,59.74748523,65.44748523,192.168.2.2,192.168.1.2,66,512,631296
105949,59.74857557,65.44857557,192.168.2.2,192.168.1.2,66,512,631296
105951,59.74978558,65.44978558,192.168.2.2,192.168.1.2,66,512,631296
105953,59.75099865,65.45099865,192.168.2.2,192.168.1.2,66,512,631296
105955,59.75160241,65.45160241,192.168.2.2,192.168.1.2,66,512,631296
105957,59.75331099,65.45331099,192.168.2.2,192.168.1.2,66,512,631296
105959,59.75463705,65.45463705,192.168.2.2,192.168.1.2,66,512,631296
105961,59.75609065,65.45609065,192.168.2.2,192.168.1.2,66,512,631296
105963,59.75741975,65.45741975,192.168.2.2,192.168.1.2,66,512,631296
105965,59.75827236,65.45827236,192.168.2.2,192.168.1.2,66,512,631296
105967,59.7594791,65.4594791,192.168.2.2,192.168.1.2,66,512,631296
105969,59.76069233,65.46069233,192.168.2.2,192.168.1.2,66,512,631296
105972,59.76190136,65.46190136,192.168.2.2,192.168.1.2,66,512,631296
105973,59.76287098,65.46287098,192.168.2.2,192.168.1.2,66,512,631296
105975,59.76408476,65.46408476,192.168.2.2,192.168.1.2,66,512,631296
105977,59.7650529,65.4650529,192.168.2.2,192.168.1.2,66,512,631296
105979,59.76626359,65.46626359,192.168.2.2,192.168.1.2,66,512,631296
105982,59.76772006,65.46772006,192.168.2.2,192.168.1.2,66,512,631296
105983,59.76832199,65.46832199,192.168.2.2,192.168.1.2,66,512,631296
105986,59.76954059,65.46954059,192.168.2.2,192.168.1.2,66,512,631296
105988,59.77076159,65.47076159,192.168.2.2,192.168.1.2,66,512,631296
105990,59.77195928,65.47195928,192.168.2.2,192.168.1.2,66,512,631296
105991,59.77268544,65.47268544,192.168.2.2,192.168.1.2,66,512,631296
105993,59.77377627,65.47377627,192.168.2.2,192.168.1.2,66,512,631296
105995,59.77498587,65.47498587,192.168.2.2,192.168.1.2,66,512,631296
105997,59.77644473,65.47644473,192.168.2.2,192.168.1.2,66,512,631296
105999,59.77790116,65.47790116,192.168.2.2,192.168.1.2,66,512,631296
106001,59.77923034,65.47923034,192.168.2.2,192.168.1.2,66,512,631296
106003,59.78068421,65.48068421,192.168.2.2,192.168.1.2,66,512,631296
106005,59.78213074,65.48213074,192.168.2.2,192.168.1.2,66,512,631296
106007,59.7835842,65.4835842,192.168.2.2,192.168.1.2,66,512,631296
106009,59.78467399,65.48467399,192.168.2.2,192.168.1.2,66,512,631296
106011,59.78616148,65.48616148,192.168.2.2,192.168.1.2,66,512,631296
106014,59.78758897,65.48758897,192.168.2.2,192.168.1.2,66,512,631296
106017,59.78903254,65.48903254,192.168.2.2,192.168.1.2,66,512,631296
106018,59.78976135,65.48976135,192.168.2.2,192.168.1.2,66,512,631296
106020,59.79012229,65.49012229,192.168.2.2,192.168.1.2,66,512,631296
106022,59.79121315,65.49121315,192.168.2.2,192.168.1.2,66,512,631296
106024,59.79230641,65.49230641,192.168.2.2,192.168.1.2,66,512,631296
106026,59.79292723,65.49292723,192.168.2.2,192.168.1.2,66,512,631296
106028,59.79400685,65.49400685,192.168.2.2,192.168.1.2,66,512,631296
106030,59.79509367,65.49509367,192.168.2.2,192.168.1.2,66,512,631296
106031,59.7955776,65.4955776,192.168.2.2,192.168.1.2,66,512,631296
106033,59.796187,65.496187,192.168.2.2,192.168.1.2,66,512,631296
106035,59.79751438,65.49751438,192.168.2.2,192.168.1.2,66,512,631296
106037,59.79884534,65.49884534,192.168.2.2,192.168.1.2,66,512,631296
106040,59.80017735,65.50017735,192.168.2.2,192.168.1.2,66,512,631296
106041,59.80102665,65.50102665,192.168.2.2,192.168.1.2,66,512,631296
106043,59.80214097,65.50214097,192.168.2.2,192.168.1.2,66,512,631296
106046,59.80333569,65.50333569,192.168.2.2,192.168.1.2,66,512,631296
106048,59.80454742,65.50454742,192.168.2.2,192.168.1.2,66,512,631296
106049,59.8054,65.5054,192.168.2.2,192.168.1.2,66,512,631296
106051,59.80648048,65.50648048,192.168.2.2,192.168.1.2,66,512,631296
106054,59.8076885,65.5076885,192.168.2.2,192.168.1.2,66,512,631296
106056,59.80913993,65.50913993,192.168.2.2,192.168.1.2,66,512,631296
106057,59.80962271,65.50962271,192.168.2.2,192.168.1.2,66,512,631296
106059,59.81083464,65.51083464,192.168.2.2,192.168.1.2,66,512,631296
106061,59.8119252,65.5119252,192.168.2.2,192.168.1.2,66,512,631296
106063,59.81313674,65.51313674,192.168.2.2,192.168.1.2,66,512,631296
106066,59.81434695,65.51434695,192.168.2.2,192.168.1.2,66,512,631296
106067,59.81556151,65.51556151,192.168.2.2,192.168.1.2,66,512,631296
106069,59.81701674,65.51701674,192.168.2.2,192.168.1.2,66,512,631296
106071,59.81737899,65.51737899,192.168.2.2,192.168.1.2,66,512,631296
106073,59.81883763,65.51883763,192.168.2.2,192.168.1.2,66,512,631296
106076,59.82029687,65.52029687,192.168.2.2,192.168.1.2,66,512,631296
106078,59.82175375,65.52175375,192.168.2.2,192.168.1.2,66,512,631296
106079,59.82210157,65.52210157,192.168.2.2,192.168.1.2,66,512,631296
106081,59.82282895,65.52282895,192.168.2.2,192.168.1.2,66,512,631296
106083,59.82427959,65.52427959,192.168.2.2,192.168.1.2,66,512,631296
106085,59.82573966,65.52573966,192.168.2.2,192.168.1.2,66,512,631296
106087,59.82718781,65.52718781,192.168.2.2,192.168.1.2,66,512,631296
106089,59.82827683,65.52827683,192.168.2.2,192.168.1.2,66,512,631296
106092,59.82948816,65.52948816,192.168.2.2,192.168.1.2,66,512,631296
106094,59.83069822,65.53069822,192.168.2.2,192.168.1.2,66,512,631296
106096,59.83191016,65.53191016,192.168.2.2,192.168.1.2,66,512,631296
106097,59.83263783,65.53263783,192.168.2.2,192.168.1.2,66,512,631296
106099,59.83372685,65.53372685,192.168.2.2,192.168.1.2,66,512,631296
106101,59.83494042,65.53494042,192.168.2.2,192.168.1.2,66,512,631296
106103,59.83642537,65.53642537,192.168.2.2,192.168.1.2,66,512,631296
106105,59.83784545,65.53784545,192.168.2.2,192.168.1.2,66,512,631296
106107,59.83917626,65.53917626,192.168.2.2,192.168.1.2,66,512,631296
106109,59.8406295,65.5406295,192.168.2.2,192.168.1.2,66,512,631296
106111,59.84208337,65.54208337,192.168.2.2,192.168.1.2,66,512,631296
106113,59.84354971,65.54354971,192.168.2.2,192.168.1.2,66,512,631296
106115,59.84463624,65.54463624,192.168.2.2,192.168.1.2,66,512,631296
106117,59.84609119,65.54609119,192.168.2.2,192.168.1.2,66,512,631296
106120,59.84753623,65.54753623,192.168.2.2,192.168.1.2,66,512,631296
106123,59.84886643,65.54886643,192.168.2.2,192.168.1.2,66,512,631296
106124,59.84922826,65.54922826,192.168.2.2,192.168.1.2,66,512,631296
106126,59.85007753,65.55007753,192.168.2.2,192.168.1.2,66,512,631296
106128,59.8510457,65.5510457,192.168.2.2,192.168.1.2,66,512,631296
106130,59.85201476,65.55201476,192.168.2.2,192.168.1.2,66,512,631296
106133,59.85249854,65.55249854,192.168.2.2,192.168.1.2,66,512,631296
106135,59.85346742,65.55346742,192.168.2.2,192.168.1.2,66,512,631296
106136,59.8544457,65.5544457,192.168.2.2,192.168.1.2,66,512,631296
106138,59.85553419,65.55553419,192.168.2.2,192.168.1.2,66,512,631296
106140,59.8566188,65.5566188,192.168.2.2,192.168.1.2,66,512,631296
106143,59.85795662,65.55795662,192.168.2.2,192.168.1.2,66,512,631296
106145,59.85891969,65.55891969,192.168.2.2,192.168.1.2,66,512,631296
106147,59.86001151,65.56001151,192.168.2.2,192.168.1.2,66,512,631296
106149,59.86049365,65.56049365,192.168.2.2,192.168.1.2,66,512,631296
106150,59.86097813,65.56097813,192.168.2.2,192.168.1.2,66,512,631296
106152,59.86206931,65.56206931,192.168.2.2,192.168.1.2,66,512,631296
106154,59.86315935,65.56315935,192.168.2.2,192.168.1.2,66,512,631296
106156,59.864253,65.564253,192.168.2.2,192.168.1.2,66,512,631296
106158,59.86570318,65.56570318,192.168.2.2,192.168.1.2,66,512,631296
106160,59.86642799,65.56642799,192.168.2.2,192.168.1.2,66,512,631296
106162,59.86788723,65.56788723,192.168.2.2,192.168.1.2,66,512,631296
106165,59.86934929,65.56934929,192.168.2.2,192.168.1.2,66,512,631296
106167,59.87031158,65.57031158,192.168.2.2,192.168.1.2,66,512,631296
106169,59.87141572,65.57141572,192.168.2.2,192.168.1.2,66,512,631296
106170,59.87188786,65.57188786,192.168.2.2,192.168.1.2,66,512,631296
106172,59.87297043,65.57297043,192.168.2.2,192.168.1.2,66,512,631296
106174,59.87406576,65.57406576,192.168.2.2,192.168.1.2,66,512,631296
106176,59.87515142,65.57515142,192.168.2.2,192.168.1.2,66,512,631296
106178,59.87663522,65.57663522,192.168.2.2,192.168.1.2,66,512,631296
106180,59.87733174,65.57733174,192.168.2.2,192.168.1.2,66,512,631296
106182,59.87878757,65.57878757,192.168.2.2,192.168.1.2,66,512,631296
106185,59.88023915,65.58023915,192.168.2.2,192.168.1.2,66,512,631296
106187,59.88120629,65.58120629,192.168.2.2,192.168.1.2,66,512,631296
106189,59.88230068,65.58230068,192.168.2.2,192.168.1.2,66,512,631296
106191,59.88278052,65.58278052,192.168.2.2,192.168.1.2,66,512,631296
106193,59.8838739,65.5838739,192.168.2.2,192.168.1.2,66,512,631296
106194,59.88411401,65.58411401,192.168.2.2,192.168.1.2,66,512,631296
106196,59.88520762,65.58520762,192.168.2.2,192.168.1.2,66,512,631296
106198,59.88629539,65.58629539,192.168.2.2,192.168.1.2,66,512,631296
106200,59.8877477,65.5877477,192.168.2.2,192.168.1.2,66,512,631296
106201,59.88823158,65.58823158,192.168.2.2,192.168.1.2,66,512,631296
106204,59.88968469,65.58968469,192.168.2.2,192.168.1.2,66,512,631296
106207,59.89113872,65.59113872,192.168.2.2,192.168.1.2,66,512,631296
106209,59.8922346,65.5922346,192.168.2.2,192.168.1.2,66,512,631296
106212,59.89335553,65.59335553,192.168.2.2,192.168.1.2,66,512,631296
106213,59.89368509,65.59368509,192.168.2.2,192.168.1.2,66,512,631296
106215,59.89477211,65.59477211,192.168.2.2,192.168.1.2,66,512,631296
106217,59.89586205,65.59586205,192.168.2.2,192.168.1.2,66,512,631296
106218,59.89610317,65.59610317,192.168.2.2,192.168.1.2,66,512,631296
106220,59.89719304,65.59719304,192.168.2.2,192.168.1.2,66,512,631296
106223,59.89864714,65.59864714,192.168.2.2,192.168.1.2,66,512,631296
106224,59.89913884,65.59913884,192.168.2.2,192.168.1.2,66,512,631296
106227,59.90046731,65.60046731,192.168.2.2,192.168.1.2,66,512,631296
106228,59.90106974,65.60106974,192.168.2.2,192.168.1.2,66,512,631296
106231,59.90219057,65.60219057,192.168.2.2,192.168.1.2,66,512,631296
106233,59.90327039,65.60327039,192.168.2.2,192.168.1.2,66,512,631296
106235,59.90436171,65.60436171,192.168.2.2,192.168.1.2,66,512,631296
106236,59.90459216,65.60459216,192.168.2.2,192.168.1.2,66,512,631296
106238,59.90571983,65.60571983,192.168.2.2,192.168.1.2,66,512,631296
106240,59.90702843,65.60702843,192.168.2.2,192.168.1.2,66,512,631296
106243,59.90834187,65.60834187,192.168.2.2,192.168.1.2,66,512,631296
106244,59.90894223,65.60894223,192.168.2.2,192.168.1.2,66,512,631296
106246,59.91003626,65.61003626,192.168.2.2,192.168.1.2,66,512,631296
106248,59.91112355,65.61112355,192.168.2.2,192.168.1.2,66,512,631296
106250,59.91221164,65.61221164,192.168.2.2,192.168.1.2,66,512,631296
106253,59.91330231,65.61330231,192.168.2.2,192.168.1.2,66,512,631296
106254,59.9143946,65.6143946,192.168.2.2,192.168.1.2,66,512,631296
106256,59.91548375,65.61548375,192.168.2.2,192.168.1.2,66,512,631296
106257,59.91608816,65.61608816,192.168.2.2,192.168.1.2,66,512,631296
106260,59.91742047,65.61742047,192.168.2.2,192.168.1.2,66,512,631296
106262,59.91875913,65.61875913,192.168.2.2,192.168.1.2,66,512,631296
106264,59.91985253,65.61985253,192.168.2.2,192.168.1.2,66,512,631296
106266,59.92094934,65.62094934,192.168.2.2,192.168.1.2,66,512,631296
106268,59.92202829,65.62202829,192.168.2.2,192.168.1.2,66,512,631296
106270,59.9231163,65.6231163,192.168.2.2,192.168.1.2,66,512,631296
106273,59.92420721,65.62420721,192.168.2.2,192.168.1.2,66,512,631296
106274,59.92480875,65.62480875,192.168.2.2,192.168.1.2,66,512,631296
106277,59.92589891,65.62589891,192.168.2.2,192.168.1.2,66,512,631296
106278,59.92638246,65.62638246,192.168.2.2,192.168.1.2,66,512,631296
106280,59.92771647,65.62771647,192.168.2.2,192.168.1.2,66,512,631296
106282,59.92832131,65.62832131,192.168.2.2,192.168.1.2,66,512,631296
106285,59.9294113,65.6294113,192.168.2.2,192.168.1.2,66,512,631296
106287,59.93050122,65.63050122,192.168.2.2,192.168.1.2,66,512,631296
106289,59.93159186,65.63159186,192.168.2.2,192.168.1.2,66,512,631296
106290,59.9318355,65.6318355,192.168.2.2,192.168.1.2,66,512,631296
106292,59.93292445,65.63292445,192.168.2.2,192.168.1.2,66,512,631296
106294,59.93425608,65.63425608,192.168.2.2,192.168.1.2,66,512,631296
106297,59.93560356,65.63560356,192.168.2.2,192.168.1.2,66,512,631296
106299,59.93694638,65.63694638,192.168.2.2,192.168.1.2,66,512,631296
106300,59.93728982,65.63728982,192.168.2.2,192.168.1.2,66,512,631296
106302,59.93825732,65.63825732,192.168.2.2,192.168.1.2,66,512,631296
106304,59.93922281,65.63922281,192.168.2.2,192.168.1.2,66,512,631296
106307,59.94019355,65.64019355,192.168.2.2,192.168.1.2,66,512,631296
106309,59.94146964,65.64146964,192.168.2.2,192.168.1.2,66,512,631296
106311,59.9423309,65.6423309,192.168.2.2,192.168.1.2,66,512,631296
106312,59.94293707,65.64293707,192.168.2.2,192.168.1.2,66,512,631296
106314,59.9438854,65.6438854,192.168.2.2,192.168.1.2,66,512,631296
106316,59.94521574,65.64521574,192.168.2.2,192.168.1.2,66,512,631296
106318,59.94654678,65.64654678,192.168.2.2,192.168.1.2,66,512,631296
106320,59.94787891,65.64787891,192.168.2.2,192.168.1.2,66,512,631296
106322,59.94836292,65.64836292,192.168.2.2,192.168.1.2,66,512,631296
106324,59.94969756,65.64969756,192.168.2.2,192.168.1.2,66,512,631296
106326,59.95078621,65.65078621,192.168.2.2,192.168.1.2,66,512,631296
106328,59.95187943,65.65187943,192.168.2.2,192.168.1.2,66,512,631296
106330,59.95298412,65.65298412,192.168.2.2,192.168.1.2,66,512,631296
106332,59.95384009,65.65384009,192.168.2.2,192.168.1.2,66,512,631296
106334,59.95491986,65.65491986,192.168.2.2,192.168.1.2,66,512,631296
106336,59.95600203,65.65600203,192.168.2.2,192.168.1.2,66,512,631296
106338,59.95684273,65.65684273,192.168.2.2,192.168.1.2,66,512,631296
106340,59.95817453,65.65817453,192.168.2.2,192.168.1.2,66,512,631296
106342,59.95926379,65.65926379,192.168.2.2,192.168.1.2,66,512,631296
106344,59.96035668,65.66035668,192.168.2.2,192.168.1.2,66,512,631296
106347,59.96144603,65.66144603,192.168.2.2,192.168.1.2,66,512,631296
106349,59.9625366,65.6625366,192.168.2.2,192.168.1.2,66,512,631296
106351,59.96362482,65.66362482,192.168.2.2,192.168.1.2,66,512,631296
106352,59.96422884,65.66422884,192.168.2.2,192.168.1.2,66,512,631296
106354,59.96471319,65.66471319,192.168.2.2,192.168.1.2,66,512,631296
106356,59.96604856,65.66604856,192.168.2.2,192.168.1.2,66,512,631296
106359,59.96739662,65.66739662,192.168.2.2,192.168.1.2,66,512,631296
106361,59.96872911,65.66872911,192.168.2.2,192.168.1.2,66,512,631296
106364,59.96981211,65.66981211,192.168.2.2,192.168.1.2,66,512,631296
106365,59.97016911,65.67016911,192.168.2.2,192.168.1.2,66,512,631296
106367,59.9712618,65.6712618,192.168.2.2,192.168.1.2,66,512,631296
106369,59.97235135,65.67235135,192.168.2.2,192.168.1.2,66,512,631296
106370,59.97258876,65.67258876,192.168.2.2,192.168.1.2,66,512,631296
106372,59.97367795,65.67367795,192.168.2.2,192.168.1.2,66,512,631296
106374,59.97476991,65.67476991,192.168.2.2,192.168.1.2,66,512,631296
106375,59.97561633,65.67561633,192.168.2.2,192.168.1.2,66,512,631296
106378,59.97708496,65.67708496,192.168.2.2,192.168.1.2,66,512,631296
106381,59.97852322,65.67852322,192.168.2.2,192.168.1.2,66,512,631296
106383,59.97961233,65.67961233,192.168.2.2,192.168.1.2,66,512,631296
106385,59.98070395,65.68070395,192.168.2.2,192.168.1.2,66,512,631296
106386,59.98106573,65.68106573,192.168.2.2,192.168.1.2,66,512,631296
106389,59.98215806,65.68215806,192.168.2.2,192.168.1.2,66,512,631296
106392,59.98362708,65.68362708,192.168.2.2,192.168.1.2,66,512,631296
106393,59.98459047,65.68459047,192.168.2.2,192.168.1.2,66,512,631296
106394,59.98482532,65.68482532,192.168.2.2,192.168.1.2,66,512,631296
106396,59.98628389,65.68628389,192.168.2.2,192.168.1.2,66,512,631296
106398,59.98676533,65.68676533,192.168.2.2,192.168.1.2,66,512,631296
106400,59.98822083,65.68822083,192.168.2.2,192.168.1.2,66,512,631296
106403,59.98967634,65.68967634,192.168.2.2,192.168.1.2,66,512,631296
106404,59.99016203,65.69016203,192.168.2.2,192.168.1.2,66,512,631296
106406,59.99124982,65.69124982,192.168.2.2,192.168.1.2,66,512,631296
106408,59.99222593,65.69222593,192.168.2.2,192.168.1.2,66,512,631296
106410,59.99331074,65.69331074,192.168.2.2,192.168.1.2,66,512,631296
106412,59.99440638,65.69440638,192.168.2.2,192.168.1.2,66,512,631296
106414,59.99587262,65.69587262,192.168.2.2,192.168.1.2,66,512,631296
106417,59.99706532,65.69706532,192.168.2.2,192.168.1.2,66,512,631296
106418,59.99766711,65.69766711,192.168.2.2,192.168.1.2,66,512,631296
106420,59.99876446,65.69876446,192.168.2.2,192.168.1.2,66,512,631296
106422,59.99984897,65.69984897,192.168.2.2,192.168.1.2,66,512,631296
106424,60.00093718,65.70093718,192.168.2.2,192.168.1.2,66,512,631296
106426,60.00202944,65.70202944,192.168.2.2,192.168.1.2,66,512,631296
106428,60.00311843,65.70311843,192.168.2.2,192.168.1.2,66,512,631296
106430,60.00456959,65.70456959,192.168.2.2,192.168.1.2,66,512,631296
106434,60.00590238,65.70590238,192.168.2.2,192.168.1.2,66,512,631296
106436,60.00699262,65.70699262,192.168.2.2,192.168.1.2,66,512,631296
106438,60.00808175,65.70808175,192.168.2.2,192.168.1.2,66,512,631296
106439,60.00856615,65.70856615,192.168.2.2,192.168.1.2,66,512,631296
106442,60.00965877,65.70965877,192.168.2.2,192.168.1.2,66,512,631296
106443,60.01076784,65.71076784,192.168.2.2,192.168.1.2,66,512,631296
106446,60.01184369,65.71184369,192.168.2.2,192.168.1.2,66,512,631296
106447,60.01232775,65.71232775,192.168.2.2,192.168.1.2,66,512,631296
106449,60.01379971,65.71379971,192.168.2.2,192.168.1.2,66,512,631296
106451,60.0140196,65.7140196,192.168.2.2,192.168.1.2,66,512,631296
106453,60.01548327,65.71548327,192.168.2.2,192.168.1.2,66,512,631296
106456,60.01692564,65.71692564,192.168.2.2,192.168.1.2,66,512,631296
106457,60.01769627,65.71769627,192.168.2.2,192.168.1.2,66,512,631296
106459,60.01875127,65.71875127,192.168.2.2,192.168.1.2,66,512,631296
106461,60.019471,65.719471,192.168.2.2,192.168.1.2,66,512,631296
106463,60.02056118,65.72056118,192.168.2.2,192.168.1.2,66,512,631296
106465,60.02164843,65.72164843,192.168.2.2,192.168.1.2,66,512,631296
106467,60.02273997,65.72273997,192.168.2.2,192.168.1.2,66,512,631296
106469,60.02419603,65.72419603,192.168.2.2,192.168.1.2,66,512,631296
106471,60.024923,65.724923,192.168.2.2,192.168.1.2,66,512,631296
106473,60.02638827,65.72638827,192.168.2.2,192.168.1.2,66,512,631296
106476,60.02783957,65.72783957,192.168.2.2,192.168.1.2,66,512,631296
106478,60.02879607,65.72879607,192.168.2.2,192.168.1.2,66,512,631296
106481,60.02990948,65.72990948,192.168.2.2,192.168.1.2,66,512,631296
106482,60.03037782,65.73037782,192.168.2.2,192.168.1.2,66,512,631296
106484,60.03146499,65.73146499,192.168.2.2,192.168.1.2,66,512,631296
106486,60.03267922,65.73267922,192.168.2.2,192.168.1.2,66,512,631296
106488,60.03376652,65.73376652,192.168.2.2,192.168.1.2,66,512,631296
106490,60.03522183,65.73522183,192.168.2.2,192.168.1.2,66,512,631296
106491,60.03582143,65.73582143,192.168.2.2,192.168.1.2,66,512,631296
106494,60.03727325,65.73727325,192.168.2.2,192.168.1.2,66,512,631296
106497,60.03873052,65.73873052,192.168.2.2,192.168.1.2,66,512,631296
106499,60.03981654,65.73981654,192.168.2.2,192.168.1.2,66,512,631296
106501,60.04090815,65.74090815,192.168.2.2,192.168.1.2,66,512,631296
106502,60.04126983,65.74126983,192.168.2.2,192.168.1.2,66,512,631296
106505,60.04239022,65.74239022,192.168.2.2,192.168.1.2,66,512,631296
106506,60.04346314,65.74346314,192.168.2.2,192.168.1.2,66,512,631296
106509,60.04455272,65.74455272,192.168.2.2,192.168.1.2,66,512,631296
106511,60.0451552,65.7451552,192.168.2.2,192.168.1.2,66,512,631296
106513,60.04652055,65.74652055,192.168.2.2,192.168.1.2,66,512,631296
